objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1.23767096430828E+018,5935,301,2,105,1036,6,132.378818468542,11.6862022883492,24.9676,23.99904,23.70298,21.94409,22.19649,0.8155245,0.3641903,0.4594223,0.1571496,0.5603918
1.23767096430828E+018,5935,301,2,105,1041,6,132.409446863683,11.6268094466097,23.15654,23.96686,22.99561,21.53251,20.96496,0.4406551,0.355327,0.2709379,0.1125185,0.2368058
1.23767096430834E+018,5935,301,2,106,43,6,132.420932201165,11.6362040001778,19.09369,16.8643,15.96087,15.65512,15.50953,0.02191022,0.004181757,0.003766776,0.003941534,0.00537451
1.23767096430834E+018,5935,301,2,106,47,6,132.439211232881,11.6467656594126,18.09886,16.19486,15.4869,15.24789,15.15683,0.01276352,0.003711633,0.003565899,0.003809448,0.004815928
1.23767096430834E+018,5935,301,2,106,50,6,132.436647272636,11.6856891568257,14.9624,13.68719,14.34795,14.22039,13.28916,0.004903076,0.003527124,0.01007509,0.01037482,0.004903969
1.23767096430834E+018,5935,301,2,106,53,6,132.440550431313,11.6888967366022,24.53271,24.20003,22.8207,21.66526,21.2215,0.8542731,0.4164737,0.22741,0.1251141,0.2885721
1.23767096430834E+018,5935,301,2,106,54,6,132.44166032464,11.6869537347859,25.33449,22.91831,22.46433,22.80886,22.25504,0.6908495,0.1592629,0.1704765,0.3391004,0.5855778
1.23767096430834E+018,5935,301,2,106,56,6,132.432598262421,11.6877011511765,24.44039,24.41377,22.43104,22.6676,22.53262,0.9828919,0.523369,0.1814685,0.3326192,0.7087091
1.23767096430834E+018,5935,301,2,106,57,6,132.441337895605,11.6835254077589,24.34725,24.44422,23.9083,22.39548,23.16391,0.8405144,0.4753943,0.5215372,0.2337668,0.6186649
1.23767096430834E+018,5935,301,2,106,59,6,132.430902741891,11.6885462958079,24.47495,25.48771,22.83087,22.84583,22.05155,0.9269229,0.5765411,0.2513308,0.406782,0.5925825
1.23767096430834E+018,5935,301,2,106,77,6,132.442536225938,11.6754693837507,18.41146,16.31745,15.48199,15.16248,14.99825,0.01502138,0.003768926,0.003590652,0.003754924,0.004595492
1.23767096430834E+018,5935,301,2,106,78,6,132.441150363189,11.6781868687743,20.13862,17.96897,17.1212,16.80293,16.66815,0.0419824,0.005873177,0.004885797,0.005005516,0.008869345
1.23767096430834E+018,5935,301,2,106,79,6,132.440283141069,11.6723252436006,22.97324,20.05418,18.60122,17.60106,17.04441,0.3718417,0.0173077,0.009144349,0.006717604,0.01093845
1.23767096430834E+018,5935,301,2,106,80,6,132.438407910838,11.674018281085,23.95935,23.19672,22.4646,22.5745,21.87881,0.7234039,0.1940377,0.1655458,0.2692342,0.4630217
1.23767096430834E+018,5935,301,2,106,81,6,132.438883001842,11.6714967807926,24.93116,23.38993,22.83153,22.37877,22.56145,0.8045056,0.22628,0.226665,0.2293201,0.6276392
1.23767096430834E+018,5935,301,2,106,84,6,132.437078526974,11.6989332438689,17.76214,15.93338,15.26832,15.04331,14.95174,0.0107639,0.00355222,0.003525778,0.003721536,0.004544317
1.23767096430834E+018,5935,301,2,106,86,6,132.452303346433,11.653048019181,18.16119,17.09663,16.7333,16.59797,16.56408,0.01314923,0.004421358,0.004406913,0.004725021,0.008385142
1.23767096430834E+018,5935,301,2,106,93,6,132.469802624081,11.6325269821489,17.45699,16.41269,16.24779,16.22209,16.26464,0.009283654,0.003801921,0.004004989,0.004317265,0.007261028
1.23767096430834E+018,5935,301,2,106,94,6,132.471486162676,11.6310938476176,21.54254,19.62695,18.74582,18.45746,18.27588,0.119327,0.01338063,0.009949148,0.01053804,0.02529018
1.23767096430834E+018,5935,301,2,106,97,6,132.452841086762,11.6962287300621,19.14476,17.41858,16.80153,16.60122,16.50487,0.02254881,0.00483883,0.004490055,0.004717848,0.008157954
1.23767096430834E+018,5935,301,2,106,98,6,132.451436486542,11.6934295037381,23.38121,20.74981,19.26247,17.89575,17.16688,0.5093898,0.02813216,0.01358082,0.007723779,0.01178159
1.23767096430834E+018,5935,301,2,106,100,6,132.454068425972,11.6983480449233,25.4051,24.84511,23.42411,24.84208,20.80166,0.7561877,0.6436318,0.4350454,0.7720338,0.2401444
1.23767096430834E+018,5935,301,2,106,132,6,132.492677418818,11.6201221127159,16.95253,15.51774,15.05279,14.89857,14.86051,0.007449746,0.003433597,0.003535238,0.003633715,0.004485937
1.23767096430834E+018,5935,301,2,106,138,6,132.489428986802,11.6354694468803,15.3002,14.07569,13.6667,13.53467,13.52078,0.004544108,0.003563138,0.005779378,0.008515196,0.004099806
1.23767096430834E+018,5935,301,2,106,139,6,132.489283070022,11.6342678386705,22.46561,20.12301,18.73092,18.00076,17.57372,0.2743149,0.02203112,0.011452,0.008756131,0.01643529
1.23767096430834E+018,5935,301,2,106,140,6,132.493429873916,11.6364102824548,24.98479,23.39866,22.8453,21.84542,21.35409,0.8408189,0.2499683,0.2497942,0.1608552,0.3493331
1.23767096430834E+018,5935,301,2,106,141,6,132.493507173357,11.633612472255,24.12996,25.30486,24.13737,22.16838,22.74487,0.8267429,0.5907255,0.6324913,0.2117885,0.7050198
1.23767096430834E+018,5935,301,2,106,142,6,132.491736589363,11.6345369513045,22.53173,24.27311,22.2215,22.17966,22.36197,0.2631386,0.4410689,0.1330705,0.1966448,0.5878223
1.23767096430834E+018,5935,301,2,106,144,6,132.475434993846,11.7184599244653,16.36671,14.93302,14.45673,14.30943,14.27674,0.005873305,0.003206754,0.003403012,0.00349128,0.003956787
1.23767096430834E+018,5935,301,2,106,152,6,132.503487139092,11.7027177651186,15.72462,14.40512,14.00851,13.87302,13.85795,0.004705338,0.003110074,0.003418122,0.003444471,0.003810432
1.23767096430834E+018,5935,301,2,106,153,6,132.486723446199,11.6924642135864,15.31392,10.69696,9.420434,9.101877,9.186637,0.008318752,0.0003173501,0.0002752424,0.0003870632,0.0007220394
1.23767096430834E+018,5935,301,2,106,154,6,132.491093656412,11.7134407054263,15.03867,15.06003,14.65685,14.49871,13.42391,0.004855121,0.01045058,0.0102308,0.01082464,0.004858828
1.23767096430834E+018,5935,301,2,106,155,6,132.505792196061,11.7066616899263,18.45939,16.05434,15.05405,14.71612,14.55185,0.01540228,0.003566417,0.003547199,0.003583141,0.004200257
1.23767096430834E+018,5935,301,2,106,156,6,132.495570270832,11.7057410826823,19.01928,17.79908,17.39459,17.27264,17.23247,0.02122497,0.005471379,0.00537067,0.005826933,0.01224928
1.23767096430834E+018,5935,301,2,106,159,6,132.482636019364,11.6953011118107,24.63466,25.11438,24.80203,21.02206,22.8269,0.9039327,0.6520182,0.8503586,0.08826974,0.7268263
1.23767096430834E+018,5935,301,2,106,160,6,132.50270279908,11.7075690179554,25.85369,23.30894,21.54132,19.30585,18.59868,0.4790449,0.2178516,0.0760587,0.01819304,0.03182756
1.23767096430834E+018,5935,301,2,106,163,6,132.474558703132,11.6914005462483,26.01207,22.91064,24.80375,24.3623,19.57432,0.521594,0.1866708,0.8986365,0.948769,0.08719316
1.23767096430834E+018,5935,301,2,106,164,6,132.472049248091,11.7004142496554,23.86674,23.17546,22.25785,21.16759,19.91853,0.6931039,0.1948983,0.1385655,0.08145705,0.09464134
1.23767096430834E+018,5935,301,2,106,165,6,132.49239304587,11.6946087070081,22.97043,22.80137,21.62931,24.3618,22.29741,0.4239979,0.1651648,0.09901027,0.8819419,0.6901228
1.23767096430834E+018,5935,301,2,106,169,6,132.477923984686,11.6978856758782,24.73992,24.78377,23.11553,21.95251,21.59725,0.8434566,0.5437713,0.2915637,0.1623205,0.3874285
1.23767096430834E+018,5935,301,2,106,171,6,132.491977713589,11.7164356765235,22.77578,22.03242,21.73593,21.4595,21.47193,0.3275931,0.07632565,0.08874507,0.1050385,0.3519429
1.23767096430834E+018,5935,301,2,106,172,6,132.501765234605,11.6922361226607,24.04498,22.63392,21.80488,21.41015,22.04951,0.7669402,0.1258395,0.09490547,0.1011819,0.5249106
1.23767096430834E+018,5935,301,2,106,173,6,132.481603260754,11.6823905432759,24.35502,24.62242,24.00576,22.09673,22.10772,0.8562164,0.5475553,0.5611259,0.190398,0.5566941
1.23767096430834E+018,5935,301,2,106,177,6,132.482765212747,11.6847377816853,24.56444,23.4162,24.80203,22.75135,21.37092,0.8520722,0.2506413,0.7038884,0.335588,0.3312264
1.23767096430834E+018,5935,301,2,106,179,6,132.473366201312,11.6987650580424,25.15987,25.04921,23.15152,22.15023,22.83857,0.7530184,0.5704412,0.2962421,0.1901848,0.6527043
1.23767096430834E+018,5935,301,2,106,181,6,132.489277499716,11.701639959376,24.91389,24.47656,22.51019,21.90398,21.77114,0.9186727,0.5513393,0.1989159,0.178167,0.5099281
1.23767096430834E+018,5935,301,2,106,183,6,132.47352163825,11.690198993652,24.88798,24.796,22.85742,22.07051,21.66027,0.8570397,0.5720358,0.2414092,0.1857427,0.4227495
1.23767096430834E+018,5935,301,2,106,184,6,132.485292014574,11.7020341907384,24.69643,25.44882,24.11644,22.02596,22.9567,0.908755,0.573101,0.6227222,0.1843258,0.6997607
1.23767096430834E+018,5935,301,2,106,185,6,132.472778470502,11.7022905634805,22.78344,23.31143,22.26289,22.07024,21.90514,0.3362397,0.2294274,0.1463847,0.1866879,0.5036319
1.23767096430834E+018,5935,301,2,106,186,6,132.470567282971,11.7003105260672,24.0156,24.20976,24.63198,22.17244,21.42668,0.7595943,0.4340515,0.6938029,0.1960126,0.3444431
1.23767096430834E+018,5935,301,2,106,188,6,132.49062964772,11.7094081760487,23.97956,23.30116,22.72912,22.06692,21.9944,0.7765769,0.2264621,0.2188436,0.186624,0.5302922
1.23767096430834E+018,5935,301,2,106,189,6,132.499084128996,11.6956745794139,24.22552,24.11944,23.33655,22.14729,22.18579,0.8555772,0.4252651,0.3619356,0.202335,0.5905176
1.23767096430834E+018,5935,301,2,106,191,6,132.49301560193,11.7052775101035,25.47895,23.4119,23.85576,22.27898,20.41591,0.7489215,0.2807283,0.6005254,0.2571153,0.1763341
1.23767096430834E+018,5935,301,2,106,192,6,132.480528730331,11.6904473883098,24.63466,24.73164,22.3289,21.65071,22.78805,0.9229792,0.6251667,0.1683398,0.1459402,0.7242225
1.23767096430834E+018,5935,301,2,106,193,6,132.476225756858,11.6884760541729,24.47714,25.01943,24.86903,22.57498,22.99427,0.8445186,0.5663893,0.6850266,0.2740127,0.6392797
1.23767096430834E+018,5935,301,2,106,194,6,132.492917377971,11.700114439596,23.86392,25.24201,22.60027,23.15503,22.63547,0.7664117,0.6258448,0.2098885,0.4915626,0.7307236
1.23767096430834E+018,5935,301,2,106,195,6,132.493522037141,11.7096653176155,23.75939,23.66559,22.71151,23.43055,22.86803,0.6451433,0.2892722,0.2034138,0.5180265,0.6515071
1.23767096430834E+018,5935,301,2,106,197,6,132.484407298181,11.6820182512779,24.94565,22.98079,23.96178,23.23865,22.84008,0.9135507,0.1863921,0.6012414,0.5298635,0.742799
1.23767096430834E+018,5935,301,2,106,199,6,132.48096464182,11.681015458061,24.56338,25.02048,23.11642,23.03841,22.66348,0.8999595,0.5949216,0.3063595,0.4257388,0.688136
1.23767096430834E+018,5935,301,2,106,200,6,132.498291332729,11.6970922249323,25.01859,23.36221,23.88406,23.00298,22.42174,0.7852437,0.2275957,0.5012401,0.3842792,0.6085306
1.23767096430834E+018,5935,301,2,106,201,6,132.470830962109,11.6999409833967,24.94741,23.68414,23.14462,22.98941,22.92893,0.8149147,0.3003972,0.2922816,0.3818694,0.653314
1.23767096430834E+018,5935,301,2,106,202,6,132.50266958598,11.698234277534,24.80615,23.38412,23.88102,24.26026,22.66706,0.8381427,0.2311372,0.5003185,0.7142279,0.6422572
1.23767096430834E+018,5935,301,2,106,203,6,132.499574352174,11.7059755803597,24.94427,23.3075,25.24186,23.75375,21.62923,0.8203944,0.2203142,0.6425159,0.6350052,0.4026454
1.23767096430834E+018,5935,301,2,106,204,6,132.480741830953,11.6805600990735,24.92456,24.01697,23.31941,23.10618,21.66973,0.8681826,0.4046634,0.3606595,0.4505266,0.4374238
1.23767096430834E+018,5935,301,2,106,205,6,132.497919614489,11.7020392809375,25.00477,23.30634,24.28405,24.22941,23.16912,0.8581261,0.2341947,0.6796441,0.7824444,0.6784124
1.23767096430834E+018,5935,301,2,106,208,6,132.491680501134,11.6900632920723,24.85606,25.11438,21.43187,20.40784,22.8269,0.8435338,0.6244997,0.08493439,0.05193236,0.6894792
1.23767096430834E+018,5935,301,2,106,209,6,132.476675741007,11.6939279321827,24.00035,25.14735,23.81512,23.21042,23.06783,0.7406287,0.56494,0.4976407,0.4520887,0.6364917
1.23767096430834E+018,5935,301,2,106,214,6,132.505781091524,11.6832331006407,24.40195,25.24455,22.79841,22.72952,22.58521,0.9199588,0.6246415,0.2469012,0.350253,0.7160793
1.23767096430834E+018,5935,301,2,106,215,6,132.476406956011,11.6923114967186,24.63466,25.11438,23.06223,23.64855,22.8269,0.8486307,0.5662116,0.2742456,0.5972093,0.6462807
1.23767096430834E+018,5935,301,2,106,218,6,132.499637517772,11.694484636281,25.78576,23.65383,24.22992,24.23574,22.34131,0.5448773,0.3086469,0.661208,0.7833693,0.646892
1.23767096430834E+018,5935,301,2,106,228,6,132.510135730808,11.6342317775539,16.56089,14.70308,14.01559,13.77865,13.679,0.006361041,0.003216729,0.003410538,0.003429608,0.00376358
1.23767096430834E+018,5935,301,2,106,229,6,132.506215288267,11.6419282930353,16.23645,14.84768,14.38567,14.23923,14.21698,0.005598414,0.003204687,0.003431632,0.003473835,0.00399301
1.23767096430834E+018,5935,301,2,106,231,6,132.514162606431,11.6415923217652,20.60148,19.6284,19.24668,19.10126,19.0094,0.05752183,0.01328929,0.0132882,0.01573467,0.04366206
1.23767096430834E+018,5935,301,2,106,232,6,132.509874444953,11.6388988588515,24.29054,25.2285,23.21821,22.0002,20.40673,0.8229179,0.5755501,0.3176543,0.1719479,0.147398
1.23767096430834E+018,5935,301,2,106,233,6,132.509780495499,11.6373957353188,25.05451,25.89988,23.3981,22.25528,22.50679,0.878834,0.4879787,0.4070496,0.2364488,0.7041842
1.23767096430834E+018,5935,301,2,106,243,6,132.512889078816,11.7323391084488,20.18644,18.98559,18.77675,18.73754,18.72307,0.04569278,0.009372218,0.0100776,0.01255507,0.03538938
1.23767096430834E+018,5935,301,2,106,250,6,132.510685950681,11.7244658633315,24.7296,23.01113,22.13856,21.73753,21.66799,0.859732,0.1704978,0.1236588,0.1339335,0.4032459
1.23767096430834E+018,5935,301,2,106,253,6,132.497824105475,11.7239288566499,24.50007,23.84661,24.75356,22.07695,22.14269,0.8840714,0.3397126,0.7061504,0.1842531,0.5584531
1.23767096430834E+018,5935,301,2,106,255,6,132.499465296653,11.7244503981644,23.1536,23.07155,22.51896,23.83796,23.17685,0.4448318,0.1794322,0.1718475,0.6458248,0.6123004
1.23767096430835E+018,5935,301,2,106,268,6,132.519283903094,11.6939479569998,15.63672,14.36038,13.89536,13.73523,13.71047,0.004661739,0.00316805,0.003391415,0.003444021,0.003758355
1.23767096430835E+018,5935,301,2,106,271,6,132.520811596396,11.6970214395496,25.2816,24.49021,24.11137,22.19175,22.64483,0.7432529,0.5101104,0.5984567,0.2058964,0.6644777
1.23767096430835E+018,5935,301,2,106,289,6,132.534279048578,11.6542907510317,17.79727,16.19604,15.59969,15.35532,15.24383,0.01097762,0.003639298,0.003667748,0.003759144,0.00494655
1.23767096430835E+018,5935,301,2,106,292,6,132.539954496175,11.6449751279126,16.08924,14.74931,14.31264,14.16691,14.14754,0.00531319,0.00317137,0.003409515,0.003473191,0.00396158
1.23767096430835E+018,5935,301,2,106,293,6,132.5365003424,11.645145768823,19.37588,17.92128,17.37853,17.18323,17.11369,0.02624157,0.005757492,0.005308984,0.005668704,0.01143998
1.23767096430835E+018,5935,301,2,106,306,6,132.553331769139,11.6682755330315,16.58935,15.33599,14.95638,14.82637,14.82523,0.006385724,0.003258801,0.003492275,0.003596063,0.004449693
1.23767096430835E+018,5935,301,2,106,314,6,132.404549466124,11.6798978516051,21.51798,19.40097,18.47471,18.09974,17.90219,0.1137713,0.01169298,0.00857976,0.008597253,0.01916688
1.23767096430835E+018,5935,301,2,106,317,6,132.404441010049,11.7007625586395,20.38839,17.80948,16.66464,16.21792,15.97523,0.05029187,0.005541991,0.004281108,0.004354748,0.006414923
1.23767096430835E+018,5935,301,2,106,318,6,132.399879493292,11.7021985553633,24.11301,21.28062,19.88972,18.99423,18.58543,0.7708712,0.0408117,0.02057655,0.01463846,0.03151339
1.23767096430835E+018,5935,301,2,106,327,6,132.41649317148,11.6716542186392,19.96783,18.99795,18.70203,18.55833,18.6192,0.0376757,0.009333425,0.009673141,0.01110438,0.03241069
1.23767096430835E+018,5935,301,2,106,332,6,132.415297855778,11.6893176898012,22.57631,19.79656,18.31957,17.56538,17.1465,0.2726901,0.01471733,0.007913164,0.006633671,0.01166767
1.23767096430835E+018,5935,301,2,106,336,6,132.426190590294,11.6950316402588,20.5203,17.93476,16.85263,16.45193,16.25149,0.05500067,0.005805788,0.004497831,0.004608238,0.007219031
1.23767096430835E+018,5935,301,2,106,339,6,132.436023401051,11.6658720789279,19.77105,17.69191,16.87371,16.58478,16.44936,0.03312636,0.005325556,0.004552586,0.004738306,0.007917337
1.23767096430835E+018,5935,301,2,106,340,6,132.437815854508,11.6636273125339,21.03334,19.97485,19.58524,19.39888,19.32125,0.07857569,0.01641387,0.01667815,0.01941658,0.05707902
1.23767096430835E+018,5935,301,2,106,347,6,132.45532587024,11.6415939650788,19.20837,17.62176,17.01018,16.78997,16.69864,0.0232831,0.005178737,0.004727304,0.004973008,0.008974183
1.23767096430835E+018,5935,301,2,106,348,6,132.455238205701,11.6389477911717,23.63099,21.99199,20.69147,19.42467,18.69819,0.6176128,0.07421929,0.03889179,0.02050962,0.03590843
1.23767096430835E+018,5935,301,2,106,349,6,132.453810517758,11.6404686284184,22.34615,24.91846,24.89108,25.09602,22.7913,0.241191,0.5952057,0.7594737,0.6394013,0.7155238
1.23767096430835E+018,5935,301,2,106,351,6,132.455978383601,11.6521422306708,21.55812,19.3031,18.26621,17.88458,17.67693,0.1167458,0.01100496,0.00770438,0.007618605,0.01617632
1.23767096430835E+018,5935,301,2,106,355,6,132.462904496261,11.6315121188653,21.12415,18.58407,17.39216,16.94501,16.7102,0.08327602,0.007633861,0.005368479,0.005223548,0.00903685
1.23767096430835E+018,5935,301,2,106,365,6,132.459062276092,11.6593086067125,19.60998,17.85681,17.20253,16.99202,16.90186,0.0299371,0.005634324,0.005027591,0.005297429,0.01004539
1.23767096430835E+018,5935,301,2,106,366,6,132.457913711197,11.6572971720278,22.29704,25.03463,24.63403,24.47275,22.98672,0.2162733,0.5536982,0.6810811,0.7045006,0.6342056
1.23767096430835E+018,5935,301,2,106,369,6,132.465546536479,11.6586791510631,21.81832,19.16825,17.85342,17.3012,16.99633,0.1433657,0.01024531,0.006388291,0.005896973,0.01059586
1.23767096430835E+018,5935,301,2,106,370,6,132.46687436883,11.6596037087552,22.68911,24.68577,25.34582,25.37614,22.11386,0.3010749,0.520498,0.6067954,0.4800085,0.5332714
1.23767096430835E+018,5935,301,2,106,376,6,132.4775682951,11.6493214988794,24.01169,20.19626,18.72811,17.70363,17.09449,0.713224,0.01887579,0.009791977,0.007008603,0.01116502
1.23767096430835E+018,5935,301,2,106,394,6,132.48882353062,11.6403938705364,22.1994,19.81631,18.42579,17.71844,17.34769,0.1935728,0.01485995,0.008332822,0.007058178,0.013032
1.23767096430835E+018,5935,301,2,106,397,6,132.486347997578,11.6419345609016,23.28803,25.41946,25.03979,23.79422,20.78353,0.4788724,0.5541738,0.6981866,0.6614107,0.2069217
1.23767096430835E+018,5935,301,2,106,399,6,132.482480002358,11.7083123041959,20.88738,18.83471,18.03656,17.7802,17.62323,0.07170323,0.008611217,0.006920236,0.007278395,0.01558667
1.23767096430835E+018,5935,301,2,106,407,6,132.517628941426,11.6373333840057,20.39464,18.76531,18.16568,17.92773,17.81605,0.0497997,0.008311317,0.007338732,0.00779363,0.01781675
1.23767096430835E+018,5935,301,2,106,409,6,132.517890131679,11.6497183084127,21.46304,18.71108,17.30146,16.57344,16.1638,0.107855,0.008110081,0.005204134,0.004651704,0.006940989
1.23767096430835E+018,5935,301,2,106,411,6,132.510372734643,11.6758620986981,21.58116,18.97274,17.52024,16.68942,16.21356,0.121498,0.009227099,0.005617845,0.004805747,0.00708911
1.23767096430835E+018,5935,301,2,106,413,6,132.515391235848,11.6766089364586,20.44479,19.41772,19.07594,18.9835,19.04622,0.05189228,0.01179684,0.01190863,0.01446991,0.04498208
1.23767096430835E+018,5935,301,2,106,421,6,132.52265268716,11.682168175486,24.18884,20.73196,19.18035,18.1791,17.61824,0.819307,0.02769179,0.01274394,0.008937958,0.01566221
1.23767096430835E+018,5935,301,2,106,422,6,132.525182064871,11.6814870177621,21.64774,20.00674,19.67378,19.44922,19.32644,0.1283107,0.01682509,0.01747038,0.02015493,0.05679453
1.23767096430835E+018,5935,301,2,106,426,6,132.546229093935,11.6595888058597,19.79904,18.80238,18.47378,18.33607,18.33249,0.03410543,0.008495379,0.008495597,0.009800508,0.02598824
