# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.01471 0.00000 9.00000 0.3198592663 1.9910559255    0.320 -2.011  3.5074  4.936    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.38e-16      0.00 7.105e-01 2.748e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.798 16.076 13.015 11.537 10.198 9.452
0.01471 0.00000 9.00000 0.3476004303 2.0394670303    0.348 -1.932  3.5131  4.915    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -8.7e-16      0.00 7.106e-01 2.746e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.600 15.726 12.709 11.245 9.960 9.244
0.01471 0.00000 9.00000 0.3500000238 2.0434175133    0.350 -1.926  3.5136  4.914    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.82e-16      0.00 7.107e-01 2.746e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.584 15.697 12.684 11.221 9.941 9.227
0.01471 0.00000 9.00000 0.4000000358 2.1185024810    0.400 -1.777  3.5244  4.867    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.213 15.068 12.124 10.686 9.502 8.840
0.01471 0.00000 9.00000 0.4500000179 2.1822809362    0.450 -1.627  3.5364  4.815    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.837 14.456 11.562 10.151 9.062 8.452
0.01471 0.00000 9.00000 0.5000000000 2.2374541529    0.500 -1.471  3.5511  4.764    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.447 13.834 10.970 9.582 8.602 8.053
0.01471 0.00000 9.00000 0.5091509223 2.2466928275    0.509 -1.440  3.5547  4.756    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.68e-15      0.00 7.110e-01 2.743e-01 2.652e-03 7.156e-04 6.490e-03 -1.000 1.475e-02 8.370 13.708 10.846 9.461 8.509 7.975
0.01471 0.00000 9.00000 0.5500000119 2.2836582633    0.550 -1.310  3.5698  4.719    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.63e-15      0.00 7.130e-01 2.723e-01 2.634e-03 7.107e-04 6.446e-03 -1.000 1.467e-02 8.044 13.191 10.328 8.954 8.117 7.647
0.01471 0.00000 9.00000 0.5601863861 2.2919158665    0.560 -1.276  3.5747  4.712    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-15      0.00 7.131e-01 2.722e-01 2.633e-03 7.105e-04 6.444e-03 -1.000 1.466e-02 7.959 13.049 10.185 8.814 8.012 7.563
0.01471 0.00000 9.00000 0.6000000238 2.3211213258    0.600 -1.148  3.5930  4.688    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.23e-15      0.00 7.134e-01 2.720e-01 2.631e-03 7.099e-04 6.439e-03 -1.000 1.461e-02 7.640 12.532 9.657 8.309 7.628 7.250
0.01471 0.00000 9.00000 0.6152634025 2.3311719739    0.615 -1.098  3.6010  4.681    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-15      0.00 7.135e-01 2.718e-01 2.630e-03 7.096e-04 6.436e-03 -1.000 1.463e-02 7.514 12.326 9.446 8.113 7.479 7.128
0.01471 0.00000 9.00000 0.6377906799 2.3449998166    0.638 -1.025  3.6126  4.671    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.85e-15      0.00 7.137e-01 2.716e-01 2.629e-03 7.092e-04 6.433e-03 -1.000 1.465e-02 7.334 12.029 9.141 7.838 7.268 6.954
0.01471 0.00000 9.00000 0.6499999762 2.3520353107    0.650 -0.987  3.6190  4.666    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.45e-15      0.00 7.138e-01 2.716e-01 2.628e-03 7.091e-04 6.432e-03 -1.000 1.465e-02 7.238 11.865 8.977 7.693 7.156 6.862
0.01471 0.00000 9.00000 0.7000000477 2.3779267258    0.700 -0.833  3.6471  4.656    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 7.141e-01 2.713e-01 2.626e-03 7.084e-04 6.426e-03 -1.000 1.464e-02 6.852 11.050 8.260 7.099 6.708 6.495
0.01471 0.00000 9.00000 0.7026700377 2.3791906255    0.703 -0.825  3.6486  4.656    0  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-14      0.00 7.141e-01 2.713e-01 2.623e-03 7.083e-04 6.425e-03 -1.000 1.464e-02 6.832 10.998 8.220 7.068 6.684 6.475
0.01471 0.00000 9.00000 0.7500000000 2.3998889087    0.750 -0.686  3.6754  4.653    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-14      0.00 7.144e-01 2.710e-01 2.588e-03 7.068e-04 6.420e-03 -1.000 1.461e-02 6.485 10.025 7.564 6.583 6.292 6.139
0.01471 0.00000 9.00000 0.7510547638 2.4003161194    0.751 -0.683  3.6759  4.652    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.144e-01 2.710e-01 2.588e-03 7.068e-04 6.420e-03 -1.000 1.461e-02 6.478 10.007 7.552 6.574 6.284 6.132
0.01471 0.00000 9.00000 0.8000000119 2.4187244405    0.800 -0.554  3.6957  4.630    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-14      0.00 7.150e-01 2.705e-01 2.584e-03 7.057e-04 6.411e-03 -1.000 1.459e-02 6.155 9.247 7.040 6.186 5.944 5.823
0.01471 0.00000 9.00000 0.8010122180 2.4190779167    0.801 -0.551  3.6961  4.630    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-14      0.00 7.150e-01 2.704e-01 2.584e-03 7.057e-04 6.410e-03 -1.000 1.458e-02 6.149 9.232 7.030 6.178 5.937 5.817
0.01471 0.00000 9.00000 0.8500000238 2.4350346840    0.850 -0.428  3.7149  4.607    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-14      0.00 7.156e-01 2.700e-01 2.580e-03 7.045e-04 6.400e-03 -1.000 1.449e-02 5.841 8.546 6.576 5.827 5.622 5.530
0.01471 0.00000 9.00000 0.8999999762 2.4492786016    0.899 -0.309  3.7324  4.582    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-14      0.00 7.162e-01 2.692e-01 2.574e-03 7.029e-04 6.385e-03 -1.000 1.452e-02 5.542 7.928 6.165 5.501 5.325 5.255
0.01471 0.00000 9.00000 0.9066366553 2.4510339126    0.906 -0.293  3.7345  4.578    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.45e-14      0.00 7.164e-01 2.691e-01 2.573e-03 7.026e-04 6.383e-03 -1.000 1.452e-02 5.503 7.852 6.113 5.459 5.287 5.220
0.01471 0.00000 9.00000 0.9499999881 2.4618121868    0.950 -0.194  3.7480  4.554    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-14      0.00 7.172e-01 2.683e-01 2.566e-03 7.008e-04 6.367e-03 -1.000 1.451e-02 5.256 7.358 5.789 5.202 5.052 5.002
0.01471 0.00000 9.00000 0.9986042380 2.4726228043    0.999 -0.087  3.7618  4.524    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.63e-14      0.00 7.185e-01 2.671e-01 2.556e-03 6.981e-04 6.342e-03 -1.000 1.442e-02 4.988 6.865 5.455 4.931 4.802 4.768
0.01471 0.00000 9.00000 1.0000000000 2.4729154477    1.000 -0.084  3.7621  4.523    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.67e-14      0.00 7.185e-01 2.671e-01 2.556e-03 6.980e-04 6.341e-03 -1.000 1.441e-02 4.980 6.852 5.446 4.924 4.795 4.762
0.01471 0.00000 9.00000 1.0180330276 2.4766135269    1.018 -0.045  3.7667  4.510    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.06e-14      0.00 7.192e-01 2.664e-01 2.550e-03 6.966e-04 6.328e-03 -1.000 1.437e-02 4.883 6.687 5.328 4.827 4.706 4.678
0.01471 0.00000 9.00000 1.0499999523 2.4828114860    1.049  0.022  3.7747  4.488    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.83e-14      0.00 7.205e-01 2.652e-01 2.540e-03 6.938e-04 6.304e-03 -1.000 1.430e-02 4.714 6.409 5.124 4.661 4.552 4.534
0.01471 0.00000 9.00000 1.1000000238 2.4916801480    1.099  0.125  3.7861  4.450    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.15e-14      0.00 7.237e-01 2.621e-01 2.514e-03 6.870e-04 6.242e-03 -1.000 1.416e-02 4.457 6.019 4.822 4.409 4.319 4.314
0.01471 0.00000 9.00000 1.1217247248 2.4952513751    1.121  0.169  3.7906  4.433    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.75e-14      0.00 7.253e-01 2.606e-01 2.503e-03 6.839e-04 6.215e-03 -1.000 1.411e-02 4.348 5.864 4.697 4.303 4.220 4.220
0.01471 0.00000 9.00000 1.1499999762 2.4996678137    1.149  0.224  3.7964  4.412    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.59e-14      0.00 7.274e-01 2.586e-01 2.488e-03 6.798e-04 6.179e-03 -1.000 1.405e-02 4.209 5.674 4.538 4.169 4.095 4.101
0.01471 0.00000 9.00000 1.2000000477 2.5068948796    1.199  0.320  3.8062  4.373    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-13      0.00 7.272e-01 2.587e-01 2.496e-03 6.823e-04 6.202e-03 -1.000 1.408e-02 3.969 5.358 4.266 3.938 3.880 3.896
0.01471 0.00000 9.00000 1.2500000000 2.5134610955    1.250  0.411  3.8153  4.337    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-13      0.00 7.275e-01 2.584e-01 2.495e-03 6.821e-04 6.201e-03 -1.000 1.410e-02 3.742 5.078 4.011 3.720 3.676 3.702
0.01471 0.00000 9.00000 1.2523998022 2.5137611183    1.252  0.415  3.8157  4.335    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-13      0.00 7.276e-01 2.583e-01 2.495e-03 6.821e-04 6.201e-03 -1.000 1.410e-02 3.732 5.066 3.999 3.710 3.666 3.693
0.01471 0.00000 9.00000 1.2999999523 2.5194498592    1.300  0.497  3.8240  4.303    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-13      0.00 7.278e-01 2.581e-01 2.493e-03 6.815e-04 6.196e-03 -1.000 1.411e-02 3.527 4.828 3.770 3.510 3.480 3.516
0.01471 0.00000 9.00000 1.3100297451 2.5205880479    1.310  0.514  3.8258  4.296    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-13      0.00 7.277e-01 2.582e-01 2.494e-03 6.818e-04 6.198e-03 -1.000 1.411e-02 3.485 4.779 3.723 3.470 3.443 3.480
0.01471 0.00000 9.00000 1.3499999046 2.5249313472    1.350  0.580  3.8327  4.272    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.5e-13      0.00 7.271e-01 2.588e-01 2.498e-03 6.829e-04 6.207e-03 -1.000 1.410e-02 3.321 4.593 3.539 3.311 3.295 3.341
0.01471 0.00000 9.00000 1.3999999762 2.5299650300    1.400  0.658  3.8417  4.245    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.273e-01 2.586e-01 2.496e-03 6.822e-04 6.202e-03 -1.000 1.412e-02 3.125 4.377 3.319 3.123 3.122 3.177
0.01471 0.00000 9.00000 1.4399902821 2.5337029813    1.440  0.719  3.8495  4.228    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.276e-01 2.583e-01 2.494e-03 6.817e-04 6.198e-03 -1.000 1.413e-02 2.973 4.211 3.148 2.978 2.991 3.054
0.01471 0.00000 9.00000 1.4500000477 2.5346015836    1.450  0.734  3.8514  4.223    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.276e-01 2.582e-01 2.493e-03 6.816e-04 6.197e-03 -1.000 1.414e-02 2.936 4.170 3.106 2.943 2.959 3.024
0.01471 0.00000 9.00000 1.4882066250 2.5379040649    1.488  0.789  3.8591  4.210    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.5e-13      0.00 7.279e-01 2.580e-01 2.491e-03 6.811e-04 6.192e-03 -1.000 1.411e-02 2.797 4.020 2.947 2.811 2.840 2.913
0.01471 0.00000 9.00000 1.5000000000 2.5388844597    1.500  0.806  3.8613  4.205    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-13      0.00 7.280e-01 2.579e-01 2.491e-03 6.810e-04 6.191e-03 -1.000 1.410e-02 2.754 3.975 2.900 2.771 2.804 2.879
0.01471 0.00000 9.00000 1.5499999523 2.5428511323    1.550  0.876  3.8703  4.186    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-13      0.00 7.283e-01 2.577e-01 2.489e-03 6.802e-04 6.187e-03 -1.000 1.402e-02 2.581 3.794 2.706 2.607 2.656 2.741
0.01471 0.00000 9.00000 1.5916202068 2.5459353600    1.591  0.932  3.8768  4.167    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 7.284e-01 2.576e-01 2.488e-03 6.800e-04 6.185e-03 -1.000 1.408e-02 2.440 3.651 2.551 2.475 2.536 2.627
0.01471 0.00000 9.00000 1.6000000238 2.5465340628    1.600  0.943  3.8780  4.163    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-13      0.00 7.284e-01 2.576e-01 2.488e-03 6.802e-04 6.184e-03 -1.000 1.407e-02 2.412 3.622 2.520 2.448 2.512 2.604
0.01471 0.00000 9.00000 1.6272027493 2.5484288036    1.627  0.979  3.8815  4.148    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.72e-14      0.00 7.284e-01 2.575e-01 2.488e-03 6.801e-04 6.183e-03 -1.000 1.404e-02 2.323 3.531 2.423 2.363 2.433 2.528
0.01471 0.00000 9.00000 1.6500000954 2.5499614852    1.649  1.009  3.8841  4.135    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -6.1e-14      0.00 7.284e-01 2.575e-01 2.487e-03 6.801e-04 6.183e-03 -1.000 1.407e-02 2.248 3.456 2.342 2.292 2.367 2.464
0.01471 0.00000 9.00000 1.6637744904 2.5508641738    1.663  1.027  3.8856  4.127    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-18      0.00 7.284e-01 2.575e-01 2.488e-03 6.801e-04 6.183e-03 -1.000 1.408e-02 2.203 3.411 2.294 2.249 2.327 2.426
0.01471 0.00000 9.00000 1.7000000477 2.5531580802    1.699  1.074  3.8890  4.103    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.284e-01 2.576e-01 2.488e-03 6.804e-04 6.183e-03 -1.000 1.407e-02 2.085 3.294 2.167 2.135 2.220 2.322
0.01471 0.00000 9.00000 1.7298630476 2.5549662417    1.729  1.112  3.8916  4.082    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.284e-01 2.576e-01 2.488e-03 6.805e-04 6.182e-03 -1.000 1.405e-02 1.989 3.198 2.065 2.043 2.133 2.236
0.01471 0.00000 9.00000 1.7500000000 2.5561455243    1.749  1.138  3.8929  4.066    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.283e-01 2.576e-01 2.489e-03 6.805e-04 6.183e-03 -1.000 1.403e-02 1.924 3.134 1.997 1.980 2.073 2.178
0.01471 0.00000 9.00000 1.7665035725 2.5570890058    1.765  1.159  3.8940  4.053    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.283e-01 2.577e-01 2.489e-03 6.806e-04 6.183e-03 -1.000 1.406e-02 1.872 3.082 1.941 1.929 2.024 2.129
0.01471 0.00000 9.00000 1.7961140871 2.5587319145    1.795  1.197  3.8952  4.027    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.282e-01 2.577e-01 2.489e-03 6.808e-04 6.185e-03 -1.000 1.408e-02 1.777 2.989 1.842 1.836 1.933 2.039
0.01471 0.00000 9.00000 1.7999998331 2.5589429021    1.799  1.202  3.8952  4.024    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.282e-01 2.577e-01 2.489e-03 6.809e-04 6.186e-03 -1.000 1.408e-02 1.764 2.976 1.829 1.823 1.921 2.027
0.01471 0.00000 9.00000 1.8225686550 2.5601479123    1.821  1.231  3.8956  4.001    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.281e-01 2.578e-01 2.490e-03 6.812e-04 6.186e-03 -1.000 1.405e-02 1.692 2.906 1.754 1.751 1.850 1.956
0.01471 0.00000 9.00000 1.8499999046 2.5615671142    1.849  1.266  3.8954  3.972    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.280e-01 2.580e-01 2.491e-03 6.817e-04 6.187e-03 -1.000 1.408e-02 1.604 2.820 1.665 1.662 1.762 1.867
0.01471 0.00000 9.00000 1.8551179171 2.5618265659    1.854  1.273  3.8953  3.966    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.279e-01 2.580e-01 2.491e-03 6.817e-04 6.188e-03 -1.000 1.409e-02 1.588 2.805 1.648 1.646 1.746 1.851
0.01471 0.00000 9.00000 1.8823246956 2.5631785872    1.881  1.307  3.8942  3.934    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.278e-01 2.581e-01 2.492e-03 6.818e-04 6.191e-03 -1.000 1.411e-02 1.502 2.722 1.561 1.557 1.656 1.760
0.01471 0.00000 9.00000 1.8999999762 2.5640331260    1.899  1.329  3.8927  3.910    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.277e-01 2.582e-01 2.493e-03 6.819e-04 6.193e-03 -1.000 1.411e-02 1.447 2.669 1.506 1.499 1.596 1.697
0.01471 0.00000 9.00000 1.9149891138 2.5647436018    1.914  1.348  3.8914  3.890    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.276e-01 2.582e-01 2.493e-03 6.820e-04 6.195e-03 -1.000 1.412e-02 1.400 2.625 1.460 1.449 1.544 1.645
0.01471 0.00000 9.00000 1.9452922344 2.5661415669    1.945  1.386  3.8872  3.842    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.275e-01 2.584e-01 2.495e-03 6.823e-04 6.198e-03 -1.000 1.407e-02 1.306 2.538 1.370 1.347 1.436 1.532
0.01471 0.00000 9.00000 1.9500000477 2.5663542714    1.950  1.391  3.8863  3.834    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.275e-01 2.585e-01 2.495e-03 6.823e-04 6.199e-03 -1.000 1.406e-02 1.292 2.525 1.357 1.331 1.419 1.514
0.01471 0.00000 9.00000 1.9707070589 2.5672759794    1.971  1.416  3.8823  3.797    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.586e-01 2.496e-03 6.826e-04 6.201e-03 -1.000 1.406e-02 1.229 2.469 1.299 1.262 1.343 1.434
0.01471 0.00000 9.00000 1.9972145557 2.5684238604    1.997  1.448  3.8752  3.744    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.588e-01 2.498e-03 6.830e-04 6.205e-03 -1.000 1.409e-02 1.151 2.403 1.232 1.172 1.242 1.326
0.01471 0.00000 9.00000 2.0000000000 2.5685424513    2.000  1.451  3.8743  3.737    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.271e-01 2.588e-01 2.498e-03 6.830e-04 6.205e-03 -1.000 1.410e-02 1.143 2.397 1.225 1.163 1.231 1.314
0.01471 0.00000 9.00000 2.0167863369 2.5692491644    2.017  1.470  3.8685  3.698    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.270e-01 2.589e-01 2.499e-03 6.833e-04 6.208e-03 -1.000 1.414e-02 1.094 2.358 1.186 1.105 1.164 1.242
0.01471 0.00000 9.00000 2.0373423100 2.5700963657    2.037  1.494  3.8603  3.646    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.591e-01 2.500e-03 6.837e-04 6.211e-03 -1.000 1.413e-02 1.036 2.315 1.144 1.036 1.080 1.150
0.01471 0.00000 9.00000 2.0499999523 2.5706083333    2.050  1.508  3.8545  3.612    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.267e-01 2.592e-01 2.501e-03 6.840e-04 6.214e-03 -1.000 1.412e-02 1.000 2.292 1.121 0.994 1.028 1.093
0.01471 0.00000 9.00000 2.0582773685 2.5709392193    2.058  1.517  3.8506  3.589    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.266e-01 2.593e-01 2.502e-03 6.841e-04 6.215e-03 -1.000 1.412e-02 0.977 2.279 1.107 0.966 0.994 1.055
0.01471 0.00000 9.00000 2.0722017288 2.5714889870    2.071  1.533  3.8430  3.546    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.265e-01 2.594e-01 2.503e-03 6.842e-04 6.218e-03 -1.000 1.414e-02 0.938 2.260 1.086 0.920 0.935 0.988
0.01471 0.00000 9.00000 2.0884652138 2.5721204471    2.087  1.555  3.8357  3.498    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.263e-01 2.595e-01 2.504e-03 6.845e-04 6.221e-03 -1.000 1.415e-02 0.883 2.227 1.049 0.858 0.860 0.907
0.01471 0.00000 9.00000 2.0959124565 2.5724058412    2.095  1.567  3.8332  3.477    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.262e-01 2.596e-01 2.505e-03 6.846e-04 6.223e-03 -1.000 1.414e-02 0.854 2.206 1.026 0.827 0.825 0.868
0.01471 0.00000 9.00000 2.0999999046 2.5725614918    2.099  1.581  3.8373  3.480    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.262e-01 2.597e-01 2.505e-03 6.847e-04 6.224e-03 -1.000 1.413e-02 0.816 2.158 0.977 0.792 0.798 0.846
0.01471 0.00000 9.00000 2.1018009186 2.5726298537    2.101  1.588  3.8392  3.481    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.262e-01 2.597e-01 2.505e-03 6.847e-04 6.224e-03 -1.000 1.412e-02 0.800 2.137 0.955 0.777 0.786 0.836
0.01471 0.00000 9.00000 2.1052856445 2.5727617433    2.104  1.610  3.8485  3.497    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.262e-01 2.597e-01 2.505e-03 6.848e-04 6.225e-03 -1.000 1.412e-02 0.746 2.061 0.875 0.731 0.757 0.815
